transaction_id,week_start,region,state,city,store_id,product_id,product_name,category,brand,promotion_name,promotion_type,promotion_active,units_sold,revenue,discount_amount,inventory_before,inventory_after,customer_rating
106405,2026-04-06,West,Gujarat,Ahmedabad,STR128,P113,Surf Excel 1kg,Household,Unilever,,,False,33,4528.1,0.0,3708,3675,4.4
106406,2026-04-06,West,Gujarat,Ahmedabad,STR128,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,30,2969.71,0.0,2507,2477,4.0
106407,2026-04-06,West,Gujarat,Ahmedabad,STR128,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,65,1949.03,0.0,942,877,4.3
106408,2026-04-06,West,Gujarat,Ahmedabad,STR128,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,43,2588.32,0.0,2050,2007,4.5
106409,2026-04-06,West,Gujarat,Ahmedabad,STR128,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,65,2613.01,0.0,2470,2405,4.2
106410,2026-04-06,West,Gujarat,Ahmedabad,STR128,P110,Dove Soap 100g,Personal Care,Unilever,,,False,46,2482.78,0.0,3285,3239,4.7
106411,2026-04-06,West,Gujarat,Ahmedabad,STR128,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,21,4322.83,0.0,3692,3671,3.8
106412,2026-04-06,West,Gujarat,Ahmedabad,STR128,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,96,1914.57,0.0,3665,3569,4.2
106413,2026-04-06,West,Gujarat,Ahmedabad,STR128,P108,Amul Milk 1L,Dairy,Amul,,,False,102,6744.63,0.0,2461,2359,4.8
106414,2026-04-06,West,Gujarat,Ahmedabad,STR128,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,99,4532.43,0.0,4968,4869,4.6
106415,2026-04-06,West,Gujarat,Ahmedabad,STR128,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,77,3109.05,0.0,2010,1933,4.4
106416,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,75,3044.21,0.0,3035,2960,3.9
106417,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,34,7257.95,0.0,2688,2654,3.8
106418,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,112,5015.56,0.0,1847,1735,4.8
106419,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P113,Surf Excel 1kg,Household,Unilever,,,False,59,8293.59,0.0,2615,2556,4.7
106420,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,92,1834.68,0.0,3685,3593,4.2
106421,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,157,2221.37,0.0,2885,2728,4.6
106422,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,65,5574.86,0.0,2621,2556,4.3
106423,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,89,1811.06,0.0,3201,3112,4.1
106424,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P103,Pepsi 500ml,Soft Drinks,PepsiCo,Loyalty Member Discount,Percentage Discount,True,75,2684.04,311.2,4555,4480,4.0
106425,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,109,4297.21,0.0,3277,3168,4.1
106426,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,96,1893.01,0.0,1780,1684,4.2
106427,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,33,3243.69,0.0,2201,2168,3.8
106428,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P110,Dove Soap 100g,Personal Care,Unilever,,,False,58,3229.4,0.0,3402,3344,4.4
106429,2026-04-06,Central,Madhya Pradesh,Bhopal,STR129,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,84,2563.28,0.0,2360,2276,4.5
106430,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P113,Surf Excel 1kg,Household,Unilever,,,False,50,7025.45,0.0,3742,3692,4.3
106431,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,127,2511.5,0.0,3190,3063,4.2
106432,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,104,4761.61,0.0,3006,2902,4.6
106433,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,105,2108.27,0.0,2778,2673,4.2
106434,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,66,3914.26,0.0,3550,3484,4.3
106435,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P108,Amul Milk 1L,Dairy,Amul,,,False,123,8127.64,0.0,2697,2574,4.3
106436,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,80,3173.67,0.0,3454,3374,4.1
106437,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,85,7310.66,0.0,3697,3612,4.2
106438,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,22,4550.43,0.0,4734,4712,4.3
106439,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P115,Vim Dishwash Bar,Household,Unilever,Clearance Offer,Flat Discount,True,85,1567.63,109.68,3231,3146,4.2
106440,2026-04-06,Central,Madhya Pradesh,Bhopal,STR130,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,80,3246.07,0.0,1903,1823,3.7
106441,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,88,2631.13,0.0,1693,1605,4.3
106442,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,28,2743.29,0.0,2633,2605,3.9
106443,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P115,Vim Dishwash Bar,Household,Unilever,,,False,74,1482.07,0.0,3752,3678,4.0
106444,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P110,Dove Soap 100g,Personal Care,Unilever,,,False,64,3544.32,0.0,2845,2781,4.0
106445,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P113,Surf Excel 1kg,Household,Unilever,,,False,43,6107.05,0.0,2821,2778,4.1
106446,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,47,9948.28,0.0,1938,1891,4.0
106447,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,144,2023.41,0.0,2625,2481,4.5
106448,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,31,2894.96,0.0,2026,1995,4.3
106449,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,44,2652.12,0.0,4323,4279,4.5
106450,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,112,4991.08,0.0,2448,2336,4.5
106451,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,86,3478.13,0.0,2322,2236,4.1
106452,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,108,2130.06,0.0,2375,2267,4.0
106453,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,77,3044.71,0.0,1751,1674,3.9
106454,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,111,2236.42,0.0,1209,1098,4.5
106455,2026-04-06,Central,Madhya Pradesh,Indore,STR131,P107,Amul Butter 100g,Dairy,Amul,,,False,101,5339.06,0.0,3445,3344,4.4
106456,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P108,Amul Milk 1L,Dairy,Amul,,,False,156,10221.09,0.0,1742,1586,4.6
106457,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P115,Vim Dishwash Bar,Household,Unilever,,,False,65,1287.64,0.0,3283,3218,3.9
106458,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P110,Dove Soap 100g,Personal Care,Unilever,,,False,81,4419.26,0.0,3652,3571,4.3
106459,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,88,2607.92,0.0,5377,5289,4.3
106460,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,56,3321.86,0.0,4639,4583,4.4
106461,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,97,3822.63,0.0,3273,3176,4.0
106462,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,33,3212.26,0.0,4014,3981,4.1
106463,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,35,3337.25,0.0,2414,2379,4.3
106464,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,107,2128.38,0.0,3757,3650,3.7
106465,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,199,2748.79,0.0,1941,1742,4.6
106466,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,76,6517.16,0.0,2244,2168,4.2
106467,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,36,7546.73,0.0,3383,3347,4.0
106468,2026-04-06,Central,Madhya Pradesh,Indore,STR132,P114,Harpic 500ml,Household,Reckitt,,,False,41,4010.05,0.0,3738,3697,4.4
106469,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,77,1519.97,0.0,1921,1844,3.6
106470,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,40,2432.24,0.0,2257,2217,4.3
106471,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,71,2885.1,0.0,1919,1848,3.9
106472,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,110,4964.39,0.0,1634,1524,4.5
106473,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,150,2997.25,0.0,2455,2305,4.0
106474,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,39,3850.5,0.0,4211,4172,3.9
106475,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,36,7408.82,0.0,4334,4298,4.1
106476,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,152,2154.32,0.0,3333,3181,4.6
106477,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,40,3840.05,0.0,2691,2651,4.3
106478,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P107,Amul Butter 100g,Dairy,Amul,,,False,78,3978.79,0.0,3017,2939,4.8
106479,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,71,2875.67,0.0,2397,2326,3.9
106480,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,70,5910.28,0.0,2335,2265,4.2
106481,2026-04-06,Central,Chhattisgarh,Raipur,STR133,P114,Harpic 500ml,Household,Reckitt,,,False,38,3726.89,0.0,3097,3059,4.4
106482,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P110,Dove Soap 100g,Personal Care,Unilever,,,False,58,3245.43,0.0,1927,1869,4.7
106483,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P113,Surf Excel 1kg,Household,Unilever,,,False,26,3596.68,0.0,3585,3559,4.3
106484,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,71,2801.95,0.0,3539,3468,4.5
106485,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,55,2205.77,0.0,3007,2952,4.2
106486,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,49,2893.46,0.0,1433,1384,4.2
106487,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P115,Vim Dishwash Bar,Household,Unilever,,,False,56,1116.3,0.0,1866,1810,3.9
106488,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,79,3595.42,0.0,1543,1464,4.8
106489,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,85,3372.47,0.0,4859,4774,4.2
106490,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,142,1959.48,0.0,1853,1711,4.3
106491,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,92,2734.13,0.0,2821,2729,4.4
106492,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,47,4038.0,0.0,3181,3134,4.3
106493,2026-04-06,Central,Chhattisgarh,Raipur,STR134,P107,Amul Butter 100g,Dairy,Amul,,,False,68,3566.1,0.0,3260,3192,4.7
106494,2026-04-13,North,Delhi,New Delhi,STR101,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,122,2451.87,0.0,3559,3437,4.3
106495,2026-04-13,North,Delhi,New Delhi,STR101,P115,Vim Dishwash Bar,Household,Unilever,,,False,50,1013.22,0.0,1819,1769,3.9
106496,2026-04-13,North,Delhi,New Delhi,STR101,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,59,5016.96,0.0,2131,2072,4.0
106497,2026-04-13,North,Delhi,New Delhi,STR101,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,110,2238.76,0.0,1552,1442,4.2
106498,2026-04-13,North,Delhi,New Delhi,STR101,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,35,3444.34,0.0,2135,2100,3.8
106499,2026-04-13,North,Delhi,New Delhi,STR101,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,47,2845.93,0.0,3710,3663,4.0
106500,2026-04-13,North,Delhi,New Delhi,STR101,P108,Amul Milk 1L,Dairy,Amul,,,False,115,7734.02,0.0,1749,1634,4.5
106501,2026-04-13,North,Delhi,New Delhi,STR101,P114,Harpic 500ml,Household,Reckitt,,,False,44,4318.15,0.0,3041,2997,4.2
106502,2026-04-13,North,Delhi,New Delhi,STR101,P110,Dove Soap 100g,Personal Care,Unilever,,,False,66,3636.6,0.0,2455,2389,4.7
106503,2026-04-13,North,Delhi,New Delhi,STR101,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,74,2997.64,0.0,3949,3875,3.8
106504,2026-04-13,North,Delhi,New Delhi,STR101,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,150,2089.62,0.0,1885,1735,4.5
106505,2026-04-13,North,Delhi,New Delhi,STR102,P107,Amul Butter 100g,Dairy,Amul,,,False,64,3273.45,0.0,2444,2380,4.7
106506,2026-04-13,North,Delhi,New Delhi,STR102,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,24,5046.65,0.0,2822,2798,4.1
106507,2026-04-13,North,Delhi,New Delhi,STR102,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,49,2993.11,0.0,2683,2634,4.4
106508,2026-04-13,North,Delhi,New Delhi,STR102,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,135,1908.01,0.0,2296,2161,4.4
106509,2026-04-13,North,Delhi,New Delhi,STR102,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,92,1848.68,0.0,4587,4495,4.6
106510,2026-04-13,North,Delhi,New Delhi,STR102,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,91,3637.59,0.0,1967,1876,3.8
106511,2026-04-13,North,Delhi,New Delhi,STR102,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,68,2723.62,0.0,4683,4615,4.2
106512,2026-04-13,North,Delhi,New Delhi,STR102,P110,Dove Soap 100g,Personal Care,Unilever,,,False,36,1953.58,0.0,3699,3663,4.2
106513,2026-04-13,North,Delhi,New Delhi,STR102,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,37,3670.81,0.0,2606,2569,3.8
106514,2026-04-13,North,Delhi,New Delhi,STR102,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,73,2940.42,0.0,3364,3291,3.9
106515,2026-04-13,North,Delhi,New Delhi,STR102,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,148,2990.77,0.0,3497,3349,4.1
106516,2026-04-13,North,Delhi,New Delhi,STR102,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,86,2544.15,0.0,3509,3423,4.3
106517,2026-04-13,North,Delhi,New Delhi,STR102,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,102,2019.14,0.0,2776,2674,4.2
106518,2026-04-13,North,Delhi,New Delhi,STR102,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,113,4997.22,0.0,5381,5268,4.4
106519,2026-04-13,North,Punjab,Ludhiana,STR103,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,126,2504.95,0.0,1953,1827,4.1
106520,2026-04-13,North,Punjab,Ludhiana,STR103,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,73,2219.28,0.0,3128,3055,4.3
106521,2026-04-13,North,Punjab,Ludhiana,STR103,P110,Dove Soap 100g,Personal Care,Unilever,,,False,55,3023.52,0.0,3109,3054,4.5
106522,2026-04-13,North,Punjab,Ludhiana,STR103,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,84,3793.34,0.0,2623,2539,4.8
106523,2026-04-13,North,Punjab,Ludhiana,STR103,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,30,2862.94,0.0,3753,3723,4.6
106524,2026-04-13,North,Punjab,Ludhiana,STR103,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,74,1498.33,0.0,1572,1498,4.0
106525,2026-04-13,North,Punjab,Ludhiana,STR103,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,77,3041.46,0.0,3664,3587,4.2
106526,2026-04-13,North,Punjab,Ludhiana,STR103,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,100,2039.19,0.0,3244,3144,4.3
106527,2026-04-13,North,Punjab,Ludhiana,STR103,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,80,3143.38,0.0,5121,5041,4.0
106528,2026-04-13,North,Punjab,Ludhiana,STR103,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,66,2676.92,0.0,3120,3054,4.0
106529,2026-04-13,North,Punjab,Ludhiana,STR103,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,24,2377.23,0.0,3094,3070,3.9
106530,2026-04-13,North,Punjab,Ludhiana,STR103,P107,Amul Butter 100g,Dairy,Amul,,,False,55,2826.28,0.0,2234,2179,4.5
106531,2026-04-13,North,Punjab,Ludhiana,STR103,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,149,2080.79,0.0,2391,2242,4.7
106532,2026-04-13,North,Punjab,Ludhiana,STR103,P113,Surf Excel 1kg,Household,Unilever,,,False,46,6341.46,0.0,4713,4667,4.5
106533,2026-04-13,North,Punjab,Ludhiana,STR103,P108,Amul Milk 1L,Dairy,Amul,,,False,123,7999.47,0.0,3827,3704,4.3
106534,2026-04-13,North,Punjab,Ludhiana,STR103,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,59,5025.78,0.0,3869,3810,4.1
106535,2026-04-13,North,Punjab,Ludhiana,STR104,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,89,1802.55,0.0,2663,2574,4.0
106536,2026-04-13,North,Punjab,Ludhiana,STR104,P113,Surf Excel 1kg,Household,Unilever,,,False,40,5587.64,0.0,2973,2933,4.3
106537,2026-04-13,North,Punjab,Ludhiana,STR104,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,110,4432.46,0.0,775,665,3.9
106538,2026-04-13,North,Punjab,Ludhiana,STR104,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,182,2520.61,0.0,558,376,4.2
106539,2026-04-13,North,Punjab,Ludhiana,STR104,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,126,2493.68,0.0,2239,2113,4.2
106540,2026-04-13,North,Punjab,Ludhiana,STR104,P107,Amul Butter 100g,Dairy,Amul,,,False,70,3710.31,0.0,1432,1362,4.5
106541,2026-04-13,North,Punjab,Ludhiana,STR104,P115,Vim Dishwash Bar,Household,Unilever,Clearance Offer,BOGO,True,73,984.3,484.8,2898,2825,3.8
106542,2026-04-13,North,Punjab,Ludhiana,STR104,P102,Sprite 500ml,Soft Drinks,Coca Cola,Clearance Offer,Percentage Discount,True,72,2579.04,323.6,2843,2771,4.1
106543,2026-04-13,North,Punjab,Ludhiana,STR104,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,72,4357.83,0.0,3118,3046,4.6
106544,2026-04-13,North,Punjab,Ludhiana,STR104,P111,Colgate Toothpaste 150g,Personal Care,Colgate,Clearance Offer,BOGO,True,82,4638.1,2284.43,3338,3256,4.1
106545,2026-04-13,North,Punjab,Ludhiana,STR104,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,29,6178.14,0.0,3915,3886,4.1
106546,2026-04-13,North,Punjab,Ludhiana,STR104,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,113,4478.81,0.0,928,815,4.4
106547,2026-04-13,North,Punjab,Ludhiana,STR104,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,109,4828.68,0.0,2547,2438,4.4
106548,2026-04-13,North,Punjab,Ludhiana,STR104,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,109,3237.71,0.0,1936,1827,4.3
106549,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,86,3410.19,0.0,3860,3774,3.8
106550,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,41,3886.7,0.0,3960,3919,4.2
106551,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,Loyalty Member Discount,Flat Discount,True,144,5984.89,585.28,2254,2110,4.9
106552,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,34,7006.3,0.0,4790,4756,4.1
106553,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P107,Amul Butter 100g,Dairy,Amul,,,False,77,4017.63,0.0,3070,2993,4.4
106554,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,105,3097.2,0.0,3359,3254,4.0
106555,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,102,4132.51,0.0,2629,2527,4.1
106556,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,181,2502.68,0.0,1548,1367,4.5
106557,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,86,3495.28,0.0,1657,1571,4.0
106558,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P113,Surf Excel 1kg,Household,Unilever,,,False,43,6001.08,0.0,4175,4132,4.2
106559,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,47,2832.66,0.0,2686,2639,4.5
106560,2026-04-13,North,Uttar Pradesh,Lucknow,STR105,P115,Vim Dishwash Bar,Household,Unilever,,,False,59,1163.88,0.0,2463,2404,4.0
106561,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,79,3195.7,0.0,4946,4867,4.2
106562,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,65,5633.5,0.0,2852,2787,4.4
106563,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P116,Maggi Noodles 70g,Snacks,Nestle,Weekend Flash Sale,Percentage Discount,True,162,1916.57,315.5,2249,2087,4.5
106564,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P110,Dove Soap 100g,Personal Care,Unilever,,,False,50,2749.68,0.0,2406,2356,4.4
106565,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P107,Amul Butter 100g,Dairy,Amul,,,False,63,3314.59,0.0,3332,3269,4.6
106566,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,93,4111.38,0.0,2534,2441,4.3
106567,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P114,Harpic 500ml,Household,Reckitt,,,False,36,3578.27,0.0,1033,997,4.0
106568,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,77,3108.37,0.0,2853,2776,3.9
106569,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,81,3226.17,0.0,2967,2886,4.5
106570,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,67,3964.18,0.0,4050,3983,4.2
106571,2026-04-13,North,Uttar Pradesh,Lucknow,STR106,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,37,3681.93,0.0,4532,4495,3.9
106572,2026-04-13,North,Uttar Pradesh,Agra,STR107,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,34,3248.7,0.0,4293,4259,4.0
106573,2026-04-13,North,Uttar Pradesh,Agra,STR107,P110,Dove Soap 100g,Personal Care,Unilever,,,False,67,3753.26,0.0,2628,2561,4.3
